component	upstream_path_or_repo	git_commit	copied_to	size_bytes	sha256	maintained_size_bytes	maintained_sha256	notes
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/packaging.py		experiments/llm/inference/v2/src/pier_llm/packaging.py	11446	f3f1d0cd856e012ac9dc2ae9c2db0fe4296bb97de0a9b2bf153455374e75accc	11446	f3f1d0cd856e012ac9dc2ae9c2db0fe4296bb97de0a9b2bf153455374e75accc	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/plotting.py		experiments/llm/inference/v2/src/pier_llm/plotting.py	10797	94621f71339fb8bdaaabcc5ec2b916271bb56cc0dcdb0441d1df525ab28c64bb	10797	94621f71339fb8bdaaabcc5ec2b916271bb56cc0dcdb0441d1df525ab28c64bb	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/postprocess.py		experiments/llm/inference/v2/src/pier_llm/postprocess.py	58947	0729e30a7b66cecd0909ff18076d5c7fdda9dd389927066e52a5dc795c76feb0	58947	0729e30a7b66cecd0909ff18076d5c7fdda9dd389927066e52a5dc795c76feb0	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/prestage.py		experiments/llm/inference/v2/src/pier_llm/prestage.py	14320	f17397f1f5b62065cdd8d95f41b8c4b10d500324384de5eb2c6cb24ac2edc1d8	14320	f17397f1f5b62065cdd8d95f41b8c4b10d500324384de5eb2c6cb24ac2edc1d8	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/smoke.py		experiments/llm/inference/v2/src/pier_llm/smoke.py	16043	e73c519a6c9b45adae4aaa4c80604aa64e033ccac37f4cacd80705251a236d7a	16043	e73c519a6c9b45adae4aaa4c80604aa64e033ccac37f4cacd80705251a236d7a	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/solver.py		experiments/llm/inference/v2/src/pier_llm/solver.py	14423	80c6fa9fdfb57546472c17208b19b50c76050e01215477ebf8306ff8b545c48c	14423	80c6fa9fdfb57546472c17208b19b50c76050e01215477ebf8306ff8b545c48c	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/utils.py		experiments/llm/inference/v2/src/pier_llm/utils.py	4115	5e033ca7715044879b4e3d1c36b9ae14a47520bf884f12930d9a6ea6462035fc	4115	5e033ca7715044879b4e3d1c36b9ae14a47520bf884f12930d9a6ea6462035fc	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/configs/experiment.json		experiments/llm/inference/v2/configs/experiment.json	1003	a0777e2f08b6e75f083531acf7bf397f6328ccc8e5e8d5f378e2e4ea04272eac	1003	a0777e2f08b6e75f083531acf7bf397f6328ccc8e5e8d5f378e2e4ea04272eac	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/configs/models.json		experiments/llm/inference/v2/configs/models.json	2470	ed1d1f44fd1d2a74d44bd536e65d07af2c488c86922525e68bbb8e6c4e9b2135	2470	ed1d1f44fd1d2a74d44bd536e65d07af2c488c86922525e68bbb8e6c4e9b2135	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/configs/resolved_models.json		experiments/llm/inference/v2/configs/resolved_models.json	7663	e8d413ea7028b7893fd4da2c359a4a397da345513acb597b44696961a0830b69	7663	e8d413ea7028b7893fd4da2c359a4a397da345513acb597b44696961a0830b69	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/configs/stopwords_en.txt		experiments/llm/inference/v2/configs/stopwords_en.txt	359	a8a14b022b3220dc2c549f87d5dc69c8caac9167c7a6b2fd0bdd431750146762	359	a8a14b022b3220dc2c549f87d5dc69c8caac9167c7a6b2fd0bdd431750146762	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/scripts/bootstrap_runbook_path.sh		experiments/llm/inference/v2/scripts/bootstrap_runbook_path.sh	931	1002ff486ab1e91dc7eb07625cd9436798d30a5f7bd3fcf0cb6be99562c104f3	931	1002ff486ab1e91dc7eb07625cd9436798d30a5f7bd3fcf0cb6be99562c104f3	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/scripts/common.sh		experiments/llm/inference/v2/scripts/common.sh	1310	25349ce952ca9049526aac6be5c983d6dec16762dd593e07b726d9ab2301fb1d	1310	25349ce952ca9049526aac6be5c983d6dec16762dd593e07b726d9ab2301fb1d	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/scripts/prestage_cpu.sh		experiments/llm/inference/v2/scripts/prestage_cpu.sh	1163	5d2c4bcc9afc789b401d342bcf2062f80d3a337acca424512188e4b5f36da6a1	1163	5d2c4bcc9afc789b401d342bcf2062f80d3a337acca424512188e4b5f36da6a1	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/scripts/run_b200_inference.sh		experiments/llm/inference/v2/scripts/run_b200_inference.sh	1009	3486bef054a230c2f6b415f439d867ef1f270d9f998eb54e15def75ddaa3d207	1009	3486bef054a230c2f6b415f439d867ef1f270d9f998eb54e15def75ddaa3d207	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/scripts/run_cpu_postprocess.sh		experiments/llm/inference/v2/scripts/run_cpu_postprocess.sh	675	308942299f65e00b2e4e0c55942287bebf953dc212ae0482b96e2fd43a857924	675	308942299f65e00b2e4e0c55942287bebf953dc212ae0482b96e2fd43a857924	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/tests/test_analysis.py		experiments/llm/inference/v2/tests/test_analysis.py	6404	5774fa5285a05bf678387095f9ca23a5a3c84eabaa35b3ae015bcdac6ef4a434	6404	5774fa5285a05bf678387095f9ca23a5a3c84eabaa35b3ae015bcdac6ef4a434	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/tests/test_data_prep.py		experiments/llm/inference/v2/tests/test_data_prep.py	3347	f2ee316054be393ec0eaa3c03047b6ac4cd532d28fc2c20363b063f0933e35b1	3347	f2ee316054be393ec0eaa3c03047b6ac4cd532d28fc2c20363b063f0933e35b1	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/tests/test_inference.py		experiments/llm/inference/v2/tests/test_inference.py	4823	078bae4ef81618192f4ef87734c12a1f3d83f170c68665f38bd6df3fd7e1b243	4823	078bae4ef81618192f4ef87734c12a1f3d83f170c68665f38bd6df3fd7e1b243	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/tests/test_plot_package.py		experiments/llm/inference/v2/tests/test_plot_package.py	1358	15a1336c094c755f9b47f26c2cc878391b5b8b640831f0124a091b02236e4352	1358	15a1336c094c755f9b47f26c2cc878391b5b8b640831f0124a091b02236e4352	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/tests/test_solver.py		experiments/llm/inference/v2/tests/test_solver.py	2944	785d6b8f38d466d95850d83549d8b6a1a75be91da328b6866cf575c501ab3909	2944	785d6b8f38d466d95850d83549d8b6a1a75be91da328b6866cf575c501ab3909	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/REPRODUCE.md		experiments/llm/inference/v2/REPRODUCE.md	1895	26de0593e0937120fcbb01b49ab0344b81a89da5bfdf828fb4812ed92093870f	1895	26de0593e0937120fcbb01b49ab0344b81a89da5bfdf828fb4812ed92093870f	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/pyproject.toml		experiments/llm/inference/v2/pyproject.toml	795	e3927dbe0b6b94a0424bc8ac09e7a90652acb382bdc738fa5737eb6cbe2f1da6	795	e3927dbe0b6b94a0424bc8ac09e7a90652acb382bdc738fa5737eb6cbe2f1da6	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/B200_INFERENCE_COMPLETE.json		experiments/llm/manifests/v2/status/B200_INFERENCE_COMPLETE.json	3499	e85a33a5e184b7d804fdf4817ba42cfff188432b20d133858e950089eb4fbe95	3499	e85a33a5e184b7d804fdf4817ba42cfff188432b20d133858e950089eb4fbe95	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/B200_READY.json		experiments/llm/manifests/v2/status/B200_READY.json	953	3f945967cb8c880efbb0aa55703d3b525e39501e61e6158dbfb843c63c25c9a6	953	3f945967cb8c880efbb0aa55703d3b525e39501e61e6158dbfb843c63c25c9a6	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/B200_RUNTIME_REPAIRS.json		experiments/llm/manifests/v2/status/B200_RUNTIME_REPAIRS.json	2247	4e00fc66980739afc34b664d960c020f2261c64bf50b33aa48fe8d27a87bbac9	2247	4e00fc66980739afc34b664d960c020f2261c64bf50b33aa48fe8d27a87bbac9	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/EXPERIMENT_COMPLETE.json		experiments/llm/manifests/v2/status/EXPERIMENT_COMPLETE.json	428	046eda9d3c02189795409cd98ff178c324395f656e861de27f5a732e4451fe6b	428	046eda9d3c02189795409cd98ff178c324395f656e861de27f5a732e4451fe6b	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/STAGE_C_RUNTIME_REPAIRS.json		experiments/llm/manifests/v2/status/STAGE_C_RUNTIME_REPAIRS.json	3155	a9c59562c1f234ecfffb89e4ee2d235cd6a867775c0ff981cb7e789e6cfc93f2	3155	a9c59562c1f234ecfffb89e4ee2d235cd6a867775c0ff981cb7e789e6cfc93f2	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/data_validation.json		experiments/llm/manifests/v2/status/data_validation.json	1325	d1f84851f8a5c849cc4c79bffe85d275aeb3940b3d415cb96f5fafa0eacd7aa8	1325	d1f84851f8a5c849cc4c79bffe85d275aeb3940b3d415cb96f5fafa0eacd7aa8	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/disk_check.json		experiments/llm/manifests/v2/status/disk_check.json	316	d81daa533e63ddec8a446c907e0b608b9c10d12e2a8ef2e5ac34f683f1a5a897	316	d81daa533e63ddec8a446c907e0b608b9c10d12e2a8ef2e5ac34f683f1a5a897	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/environment_status.json		experiments/llm/manifests/v2/status/environment_status.json	590	f8cba06bc8855c8f1aa05279e8fb3c1eef453b1e1d8e4e2e33c7e13b36cffe73	590	f8cba06bc8855c8f1aa05279e8fb3c1eef453b1e1d8e4e2e33c7e13b36cffe73	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/inference_status.json		experiments/llm/manifests/v2/status/inference_status.json	3316	b41182765a937e35e843810b788e441ad0263350f6168692740756fc5b3236dd	3316	b41182765a937e35e843810b788e441ad0263350f6168692740756fc5b3236dd	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/model_prestage_status.json		experiments/llm/manifests/v2/status/model_prestage_status.json	7663	e8d413ea7028b7893fd4da2c359a4a397da345513acb597b44696961a0830b69	7663	e8d413ea7028b7893fd4da2c359a4a397da345513acb597b44696961a0830b69	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/postprocess_status.json		experiments/llm/manifests/v2/status/postprocess_status.json	428	046eda9d3c02189795409cd98ff178c324395f656e861de27f5a732e4451fe6b	428	046eda9d3c02189795409cd98ff178c324395f656e861de27f5a732e4451fe6b	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/prestage_status.json		experiments/llm/manifests/v2/status/prestage_status.json	2257	ec18599fd81d94211fb15d4ff29eb89d4ff75f0bdb0923c3876738a975fe75eb	2257	ec18599fd81d94211fb15d4ff29eb89d4ff75f0bdb0923c3876738a975fe75eb	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/smoke_test_status.json		experiments/llm/manifests/v2/status/smoke_test_status.json	4567	bec572b1ba52c57d2dff9415c705247fcb0137dcc2073121365bb9c4e201f164	4567	bec572b1ba52c57d2dff9415c705247fcb0137dcc2073121365bb9c4e201f164	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/solver_validation.json		experiments/llm/manifests/v2/status/solver_validation.json	110679	b88d747735e2ec3141c85d5bc799516a8d6c967d82a6e911adf3ef91f45e3ca4	110679	b88d747735e2ec3141c85d5bc799516a8d6c967d82a6e911adf3ef91f45e3ca4	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/status/static_functional_checks.json		experiments/llm/manifests/v2/status/static_functional_checks.json	2231	a948e20d8adaa456109961a09b4e13385b3c596c0ead2e126c4bc9a344b2ef32	2231	a948e20d8adaa456109961a09b4e13385b3c596c0ead2e126c4bc9a344b2ef32	byte-identical copy
llm-v2-provenance	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/env/requirements.lock.txt		experiments/llm/manifests/v2/env/requirements.lock.txt	1968	ab64d10135d1439cc3394aae5b3938a59e33a1bea2b09339403a5bd65d4dafcd	1968	ab64d10135d1439cc3394aae5b3938a59e33a1bea2b09339403a5bd65d4dafcd	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/__init__.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/__init__.py	70	b36d57eaa5bb8ecc19660dfac5f13036e81ff7b04d6b5ee2c669f33065673eac	70	b36d57eaa5bb8ecc19660dfac5f13036e81ff7b04d6b5ee2c669f33065673eac	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/bootstrap.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/bootstrap.py	21256	e4e65561e1e051c3fe0f287f4bc11d6cb05dd3e8e0c13e45f55ac5917a3c04f0	21256	e4e65561e1e051c3fe0f287f4bc11d6cb05dd3e8e0c13e45f55ac5917a3c04f0	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/calibration.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/calibration.py	5116	eaa285161c73d68ead9207319d3dae58f52ae460e77e08c6798c7c9e33d928cd	5116	eaa285161c73d68ead9207319d3dae58f52ae460e77e08c6798c7c9e33d928cd	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/convexity.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/convexity.py	951	8c962302ea54e26743050e0189ed4eea5776e5fad05eed21b5e7bdfbef59ae75	951	8c962302ea54e26743050e0189ed4eea5776e5fad05eed21b5e7bdfbef59ae75	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/core.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/core.py	12494	33965e2c0e5aebb65a7f7cc4aaa4c432746e2010c6bd7d4197adb7e81107f207	12494	33965e2c0e5aebb65a7f7cc4aaa4c432746e2010c6bd7d4197adb7e81107f207	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/generation_alignment.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/generation_alignment.py	10897	9a504dc1e70a57a7d25bd948ae2c5fcc8abbb10e1e6b929d47b382b7c74cc91c	10897	9a504dc1e70a57a7d25bd948ae2c5fcc8abbb10e1e6b929d47b382b7c74cc91c	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/input_validation.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/input_validation.py	7826	a492388cc1b459cf8c6b3c34682b1aded86962bebe21786ad8d6ece9b0d43fa0	7826	a492388cc1b459cf8c6b3c34682b1aded86962bebe21786ad8d6ece9b0d43fa0	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/interface_bias.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/interface_bias.py	25650	3ccd286bda0578bdcc7904704b196405afd6e5a21e131f7f18ccde1ed7a666e3	25650	3ccd286bda0578bdcc7904704b196405afd6e5a21e131f7f18ccde1ed7a666e3	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/packaging.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/packaging.py	12628	231dcf0208e2644d71cf6eb7cf2e1c171d81d65186ac50de36d18ef6eef46257	12628	231dcf0208e2644d71cf6eb7cf2e1c171d81d65186ac50de36d18ef6eef46257	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/paired_effects.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/paired_effects.py	3187	8b72992171030fc9bc5bd99084c9d583a740ed1680919d241704f01790b8d68c	3187	8b72992171030fc9bc5bd99084c9d583a740ed1680919d241704f01790b8d68c	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/peer_removal.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/peer_removal.py	8618	c8152b7486dd142fb20b0646763a213cf5aeb2f3b28734c8ce1719857197633e	8618	c8152b7486dd142fb20b0646763a213cf5aeb2f3b28734c8ce1719857197633e	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/pipeline.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/pipeline.py	8216	8dee982b7235c57bd12b435ad4a2078a48a9194fc7375887e1488ef7948fae8e	8216	8dee982b7235c57bd12b435ad4a2078a48a9194fc7375887e1488ef7948fae8e	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/plotting.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/plotting.py	15923	a906900d639690ae4df3f55b7aa8cb2f6e9c55763682d85acd26d714de4ee4ec	15923	a906900d639690ae4df3f55b7aa8cb2f6e9c55763682d85acd26d714de4ee4ec	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/reporting.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/reporting.py	23094	9e7845ddc67af2815e891ed8462365bc091158b6fc9937c9df3dd82871097494	23094	9e7845ddc67af2815e891ed8462365bc091158b6fc9937c9df3dd82871097494	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/tables.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/tables.py	25019	724b5fcbacddd0dae0a80608f0aa65896be72afe48edc635bf819d9d6d2e3fc0	25019	724b5fcbacddd0dae0a80608f0aa65896be72afe48edc635bf819d9d6d2e3fc0	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/track_analysis.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/track_analysis.py	12553	1a72fe9ad5c0facc84e36e87c1de43e93b2ebd0fb5b80cc7c15db2b2be5f2d74	12553	1a72fe9ad5c0facc84e36e87c1de43e93b2ebd0fb5b80cc7c15db2b2be5f2d74	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/pier_llm_reanalysis_v21/utils.py		experiments/llm/analysis/v21/src/pier_llm_reanalysis_v21/utils.py	7625	795272fcc0f29f43541ac422d4ad3d7a1890a71f2a1f60d8969b5bb397df0124	7625	795272fcc0f29f43541ac422d4ad3d7a1890a71f2a1f60d8969b5bb397df0124	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/__init__.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/__init__.py	71	c80fda6177be76c60e206af7283417239e25dd1350c35295732e3d39d69a07c5	71	c80fda6177be76c60e206af7283417239e25dd1350c35295732e3d39d69a07c5	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/analysis.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/analysis.py	25869	a21278f65a66f9ced30c25917ad8f6d678e700f809d9ecc2ccd8f1652c5d6ddc	25869	a21278f65a66f9ced30c25917ad8f6d678e700f809d9ecc2ccd8f1652c5d6ddc	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/data_prep.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/data_prep.py	27953	1f8f86b978a1009f350251901005b47b4ff92b741b629932f6197adae28d7bac	27953	1f8f86b978a1009f350251901005b47b4ff92b741b629932f6197adae28d7bac	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/inference.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/inference.py	27860	acbde1181a33aa743863286ee02a6267942fb5ce816b609a4958fb3f581257d8	27860	acbde1181a33aa743863286ee02a6267942fb5ce816b609a4958fb3f581257d8	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/model_prestage.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/model_prestage.py	19572	8c0906320e75681dbba37215eb70e0702c81f2cdd9684d50f341080bea574d83	19572	8c0906320e75681dbba37215eb70e0702c81f2cdd9684d50f341080bea574d83	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/packaging.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/packaging.py	11446	f3f1d0cd856e012ac9dc2ae9c2db0fe4296bb97de0a9b2bf153455374e75accc	11446	f3f1d0cd856e012ac9dc2ae9c2db0fe4296bb97de0a9b2bf153455374e75accc	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/plotting.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/plotting.py	10797	94621f71339fb8bdaaabcc5ec2b916271bb56cc0dcdb0441d1df525ab28c64bb	10797	94621f71339fb8bdaaabcc5ec2b916271bb56cc0dcdb0441d1df525ab28c64bb	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/postprocess.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/postprocess.py	58947	0729e30a7b66cecd0909ff18076d5c7fdda9dd389927066e52a5dc795c76feb0	58947	0729e30a7b66cecd0909ff18076d5c7fdda9dd389927066e52a5dc795c76feb0	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/prestage.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/prestage.py	14320	f17397f1f5b62065cdd8d95f41b8c4b10d500324384de5eb2c6cb24ac2edc1d8	14320	f17397f1f5b62065cdd8d95f41b8c4b10d500324384de5eb2c6cb24ac2edc1d8	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/smoke.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/smoke.py	16043	e73c519a6c9b45adae4aaa4c80604aa64e033ccac37f4cacd80705251a236d7a	16043	e73c519a6c9b45adae4aaa4c80604aa64e033ccac37f4cacd80705251a236d7a	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/solver.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/solver.py	14423	80c6fa9fdfb57546472c17208b19b50c76050e01215477ebf8306ff8b545c48c	14423	80c6fa9fdfb57546472c17208b19b50c76050e01215477ebf8306ff8b545c48c	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/src/v2_snapshot/pier_llm/utils.py		experiments/llm/analysis/v21/src/v2_snapshot/pier_llm/utils.py	4115	5e033ca7715044879b4e3d1c36b9ae14a47520bf884f12930d9a6ea6462035fc	4115	5e033ca7715044879b4e3d1c36b9ae14a47520bf884f12930d9a6ea6462035fc	byte-identical copy
llm-v21	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_1_REANALYSIS/configs/reanalysis_v21.json		experiments/llm/analysis/v21/configs/reanalysis_v21.json	1171	ab8a34438b535be5c207deff263562504b647fdbbd1c9dc34e86a762521d9c22	1171	ab8a34438b535be5c207deff263562504b647fdbbd1c9dc34e86a762521d9c22	byte-identical copy
